,item,related,confidence,lift
235,"['sausage', 'whipped/sour cream']",['whole milk'],0.561797753,2.198679228
236,"['sausage', 'yogurt']",['whole milk'],0.445595855,1.743905783
237,"['soda', 'whipped/sour cream']",['whole milk'],0.473684211,1.853833749
238,"['tropical fruit', 'whipped/sour cream']",['whole milk'],0.573529412,2.244592823
239,"['tropical fruit', 'whipped/sour cream']",['yogurt'],0.448529412,3.215223589
240,"['tropical fruit', 'yogurt']",['whole milk'],0.517361111,2.024769808
241,"['whipped/sour cream', 'yogurt']",['whole milk'],0.524509804,2.052747283
242,"['citrus fruit', 'root vegetables', 'whole milk']",['other vegetables'],0.633333333,3.273165178
243,"['citrus fruit', 'other vegetables', 'whole milk']",['root vegetables'],0.4453125,4.085492945
244,"['citrus fruit', 'other vegetables', 'root vegetables']",['whole milk'],0.558823529,2.187039161
245,"['fruit/vegetable juice', 'whole milk', 'yogurt']",['other vegetables'],0.537634409,2.778578249
246,"['fruit/vegetable juice', 'other vegetables', 'yogurt']",['whole milk'],0.617283951,2.415832732
247,"['fruit/vegetable juice', 'other vegetables', 'whole milk']",['yogurt'],0.485436893,3.479789974
248,"['pip fruit', 'root vegetables', 'whole milk']",['other vegetables'],0.613636364,3.171368175
249,"['other vegetables', 'pip fruit', 'whole milk']",['root vegetables'],0.406015038,3.724960723
250,"['other vegetables', 'pip fruit', 'root vegetables']",['whole milk'],0.675,2.641713092
251,"['pip fruit', 'whole milk', 'yogurt']",['other vegetables'],0.531914894,2.749018906
252,"['other vegetables', 'pip fruit', 'yogurt']",['whole milk'],0.625,2.446030641
253,"['rolls/buns', 'root vegetables', 'whole milk']",['other vegetables'],0.488,2.522059905
254,"['other vegetables', 'rolls/buns', 'root vegetables']",['whole milk'],0.508333333,1.989438254
255,"['other vegetables', 'rolls/buns', 'yogurt']",['whole milk'],0.522123894,2.043409668
256,"['root vegetables', 'tropical fruit', 'whole milk']",['other vegetables'],0.584745763,3.022057055
257,"['other vegetables', 'tropical fruit', 'whole milk']",['root vegetables'],0.410714286,3.768073694
258,"['other vegetables', 'root vegetables', 'tropical fruit']",['whole milk'],0.570247934,2.23175027
259,"['root vegetables', 'whipped/sour cream', 'whole milk']",['other vegetables'],0.548387097,2.834149814
260,"['other vegetables', 'root vegetables', 'whipped/sour cream']",['whole milk'],0.607142857,2.376144051
261,"['root vegetables', 'whole milk', 'yogurt']",['other vegetables'],0.538461538,2.782852985
262,"['other vegetables', 'root vegetables', 'yogurt']",['whole milk'],0.606299213,2.372842322
263,"['tropical fruit', 'whole milk', 'yogurt']",['other vegetables'],0.503355705,2.601420576
264,"['other vegetables', 'tropical fruit', 'yogurt']",['whole milk'],0.619834711,2.425815511
265,"['other vegetables', 'tropical fruit', 'whole milk']",['yogurt'],0.446428571,3.200163994
266,"['whipped/sour cream', 'whole milk', 'yogurt']",['other vegetables'],0.514018692,2.656528551
267,"['other vegetables', 'whipped/sour cream', 'yogurt']",['whole milk'],0.55,2.152506964
268,"['root vegetables', 'tropical fruit', 'yogurt']",['whole milk'],0.7,2.739554318
269,"['root vegetables', 'tropical fruit', 'whole milk']",['yogurt'],0.474576271,3.401937046
