item,related,confidence,lift
['bottled water'],"['other vegetables', 'whole milk']",0.097516099,1.303085377
['bottled water'],['pip fruit'],0.095676173,1.26475156
['bottled water'],['margarine'],0.092916283,1.586513276
['bottled water'],"['whole milk', 'yogurt']",0.087396504,1.559972084
['bottled water'],['domestic eggs'],0.082796688,1.304976647
['bottled water'],['butter'],0.080956762,1.460935324
['bottled water'],['pastry'],0.080956762,0.909954002
['bottled water'],['whipped/sour cream'],0.079116835,1.103707908
['bottled water'],"['rolls/buns', 'whole milk']",0.079116835,1.396973205
['bottled water'],['napkins'],0.078196872,1.4933325
['bottled water'],['brown bread'],0.074517019,1.148706716
['bottled water'],"['other vegetables', 'yogurt']",0.073597056,1.695145309
['bottled water'],['canned beer'],0.072677093,0.935574881
['bottled water'],"['tropical fruit', 'whole milk']",0.072677093,1.718219252
['bottled water'],"['soda', 'whole milk']",0.068077277,1.699340148
['bottled water'],['pork'],0.067157314,1.164889207
['bottled water'],"['soda', 'yogurt']",0.067157314,2.455361265
['bottled water'],['UHT-milk'],0.066237351,1.980073989
['bottled water'],['coffee'],0.066237351,1.140883261
['bottled water'],['frankfurter'],0.066237351,1.1231799
['bottled water'],"['other vegetables', 'rolls/buns']",0.066237351,1.554759767
['bottled water'],"['root vegetables', 'whole milk']",0.066237351,1.354354142
['bottled water'],"['rolls/buns', 'yogurt']",0.064397424,1.873812621
['bottled water'],"['tropical fruit', 'yogurt']",0.064397424,2.199127313
['bottled water'],"['other vegetables', 'root vegetables']",0.063477461,1.339701348
['bottled water'],"['rolls/buns', 'soda']",0.061637534,1.607971225
['bottled water'],['beef'],0.056117755,1.069608766
['bottled water'],['frozen vegetables'],0.056117755,1.166845927
['bottled water'],"['other vegetables', 'tropical fruit']",0.056117755,1.563507431
['bottled water'],['curd'],0.055197792,1.036011995
['bottled water'],"['bottled beer', 'whole milk']",0.055197792,2.70084719
['bottled water'],['cream cheese'],0.053357866,1.345575921
['bottled water'],['onions'],0.053357866,1.720572489
['bottled water'],"['citrus fruit', 'whole milk']",0.053357866,1.749248697
['bottled water'],['chocolate'],0.052437902,1.056817154
['bottled water'],"['fruit/vegetable juice', 'whole milk']",0.052437902,1.96842279
['bottled water'],['hygiene articles'],0.051517939,1.563823867
['bottled water'],"['other vegetables', 'soda']",0.051517939,1.573537059
['bottled water'],"['butter', 'whole milk']",0.04875805,1.76950339
['bottled water'],"['rolls/buns', 'tropical fruit']",0.04875805,1.981551316
['bottled water'],['chicken'],0.047838086,1.11489948
['bottled water'],['misc. beverages'],0.047838086,1.686335414
['bottled water'],['dessert'],0.046918123,1.264218472
['bottled water'],"['fruit/vegetable juice', 'soda']",0.046918123,2.549390842
['bottled water'],"['soda', 'tropical fruit']",0.046918123,2.250925573
['bottled water'],"['bottled beer', 'soda']",0.04599816,2.708933559
['bottled water'],"['citrus fruit', 'other vegetables']",0.04599816,1.592929241
['bottled water'],"['other vegetables', 'sausage']",0.04599816,1.707139262
"['brown bread', 'other vegetables']",['whole milk'],0.5,1.956824513
"['brown bread', 'other vegetables']",['yogurt'],0.277173913,1.986884428
"['brown bread', 'rolls/buns']",['whole milk'],0.419354839,1.641207656
"['brown bread', 'root vegetables']",['whole milk'],0.56,2.191643454
"['brown bread', 'soda']",['whole milk'],0.403225806,1.578084284
"['brown bread', 'tropical fruit']",['whole milk'],0.533333333,2.08727948
"['brown bread', 'whole milk']",['other vegetables'],0.370967742,1.917218992
"['brown bread', 'whole milk']",['yogurt'],0.282258065,2.023329493
"['brown bread', 'whole milk']",['root vegetables'],0.225806452,2.071647809
"['brown bread', 'whole milk']",['tropical fruit'],0.225806452,2.151944236
"['brown bread', 'whole milk']",['rolls/buns'],0.209677419,1.13995435
"['brown bread', 'whole milk']",['soda'],0.201612903,1.156188282
"['brown bread', 'yogurt']",['whole milk'],0.48951049,1.91577225
"['brown bread', 'yogurt']",['other vegetables'],0.356643357,1.843188341
['brown bread'],['whole milk'],0.388714734,1.521293038
['brown bread'],['other vegetables'],0.288401254,1.490502539
['brown bread'],['yogurt'],0.224137931,1.606703026
['brown bread'],['rolls/buns'],0.194357367,1.056663738
['brown bread'],['soda'],0.194357367,1.114580001
['brown bread'],['sausage'],0.164576803,1.751745512
['brown bread'],['tropical fruit'],0.164576803,1.568423307
['brown bread'],['root vegetables'],0.156739812,1.438000047
['brown bread'],['pastry'],0.148902821,1.673667712
['brown bread'],"['other vegetables', 'whole milk']",0.144200627,1.926920063
['brown bread'],['shopping bags'],0.142633229,1.447675754
['brown bread'],['citrus fruit'],0.128526646,1.552898724
['brown bread'],['fruit/vegetable juice'],0.128526646,1.777861549
['brown bread'],['bottled water'],0.126959248,1.148706716
['brown bread'],['newspapers'],0.117554859,1.472805143
['brown bread'],['pip fruit'],0.117554859,1.553967792
['brown bread'],['frankfurter'],0.109717868,1.860474543
['brown bread'],"['whole milk', 'yogurt']",0.109717868,1.958394256
['brown bread'],['domestic eggs'],0.105015674,1.655174926
['brown bread'],['margarine'],0.10031348,1.712817834
['brown bread'],['butter'],0.089341693,1.612248713
['brown bread'],"['root vegetables', 'whole milk']",0.087774295,1.794719726
['brown bread'],"['tropical fruit', 'whole milk']",0.087774295,2.075144683
['brown bread'],['pork'],0.086206897,1.495317156
['brown bread'],"['rolls/buns', 'whole milk']",0.081504702,1.439135989
['brown bread'],['bottled beer'],0.079937304,0.99265579
['brown bread'],"['other vegetables', 'yogurt']",0.079937304,1.841178889
['brown bread'],"['soda', 'whole milk']",0.078369906,1.956264023
['butter milk'],['whole milk'],0.414545455,1.622385414
['butter milk'],['other vegetables'],0.370909091,1.916915874
['butter milk'],['yogurt'],0.305454545,2.18961039
['butter milk'],['rolls/buns'],0.272727273,1.482737826
['butter milk'],['tropical fruit'],0.196363636,1.871353066
['butter milk'],['pip fruit'],0.181818182,2.403470186
['butter milk'],['root vegetables'],0.181818182,1.668080054
"['butter', 'citrus fruit']",['whole milk'],0.555555556,2.174249458
"['butter', 'domestic eggs']",['whole milk'],0.621052632,2.430582026
"['butter', 'other vegetables']",['whole milk'],0.573604061,2.244884974
"['butter', 'other vegetables']",['root vegetables'],0.329949239,3.027099591
"['butter', 'other vegetables']",['yogurt'],0.319796954,2.292422045
"['butter', 'other vegetables']",['whipped/sour cream'],0.289340102,4.036397019
"['butter', 'other vegetables']",['rolls/buns'],0.284263959,1.545459392
"['butter', 'other vegetables']",['tropical fruit'],0.274111675,2.612294888
"['butter', 'rolls/buns']",['whole milk'],0.492424242,1.927175656
"['butter', 'rolls/buns']",['other vegetables'],0.424242424,2.192550837
"['butter', 'root vegetables']",['whole milk'],0.637795276,2.496106859
"['butter', 'root vegetables']",['other vegetables'],0.511811024,2.645118979
"['butter', 'tropical fruit']",['whole milk'],0.62244898,2.436046842
"['butter', 'tropical fruit']",['other vegetables'],0.551020408,2.847759177
"['butter', 'whipped/sour cream']",['whole milk'],0.66,2.583008357
"['butter', 'whipped/sour cream']",['other vegetables'],0.57,2.94584866
"['butter', 'whole milk']",['other vegetables'],0.41697417,2.154987367
"['butter', 'whole milk']",['yogurt'],0.339483395,2.433541682
"['butter', 'whole milk']",['root vegetables'],0.298892989,2.742175883
"['butter', 'whole milk']",['whipped/sour cream'],0.243542435,3.397503337
"['butter', 'whole milk']",['rolls/buns'],0.239852399,1.304006821
"['butter', 'whole milk']",['tropical fruit'],0.225092251,2.145137876
"['butter', 'whole milk']",['domestic eggs'],0.217712177,3.431409074
"['butter', 'whole milk']",['bottled water'],0.195571956,1.76950339
"['butter', 'whole milk']",['citrus fruit'],0.184501845,2.22920841
"['butter', 'yogurt']",['whole milk'],0.638888889,2.500386877
"['butter', 'yogurt']",['other vegetables'],0.4375,2.26106805
['butter'],['whole milk'],0.497247706,1.946053001
['butter'],['other vegetables'],0.36146789,1.868122279
['butter'],['yogurt'],0.264220183,1.894027336
['butter'],['rolls/buns'],0.242201835,1.316780014
['butter'],['root vegetables'],0.233027523,2.137897097
['butter'],"['other vegetables', 'whole milk']",0.20733945,2.770629737
['butter'],['whipped/sour cream'],0.183486239,2.559698094
['butter'],['tropical fruit'],0.179816514,1.713658346
['butter'],['domestic eggs'],0.174311927,2.747368266
['butter'],"['whole milk', 'yogurt']",0.168807339,3.013103781
['butter'],['citrus fruit'],0.165137615,1.995243784
['butter'],['bottled water'],0.16146789,1.460935324
['butter'],['soda'],0.159633028,0.915446546
['butter'],['sausage'],0.155963303,1.660063942
['butter'],"['root vegetables', 'whole milk']",0.148623853,3.038909764
['butter'],['fruit/vegetable juice'],0.144954128,2.00509684
['butter'],['pastry'],0.137614679,1.546788991
['butter'],['pip fruit'],0.132110092,1.746374667
['butter'],['curd'],0.12293578,2.307391974
['butter'],['margarine'],0.121100917,2.067756116
['butter'],"['whipped/sour cream', 'whole milk']",0.121100917,3.757184615
['butter'],"['other vegetables', 'root vegetables']",0.119266055,2.517128007
['butter'],"['rolls/buns', 'whole milk']",0.119266055,2.105891654
['butter'],"['other vegetables', 'yogurt']",0.11559633,2.66250564
['butter'],['chocolate'],0.111926606,2.255733945
['butter'],"['tropical fruit', 'whole milk']",0.111926606,2.646149435
['butter'],"['domestic eggs', 'whole milk']",0.108256881,3.609174312
['butter'],['beef'],0.104587156,1.9934393
['butter'],['bottled beer'],0.104587156,1.298755908
['butter'],['brown bread'],0.104587156,1.612248713
['butter'],['chicken'],0.104587156,2.437475542
['butter'],['frozen vegetables'],0.104587156,2.174661055
['butter'],['newspapers'],0.104587156,1.310337171
['butter'],"['other vegetables', 'whipped/sour cream']",0.104587156,3.621882672
['butter'],"['other vegetables', 'rolls/buns']",0.102752294,2.411858729
['butter'],['pork'],0.099082569,1.718654434
['butter'],"['other vegetables', 'tropical fruit']",0.099082569,2.760558256
['butter'],"['bottled water', 'whole milk']",0.097247706,2.829678085
['butter'],"['citrus fruit', 'whole milk']",0.091743119,3.00764526
['cake bar'],['whole milk'],0.423076923,1.655774588
['candy'],['soda'],0.289115646,1.657989727
['candy'],['whole milk'],0.275510204,1.078250242
['candy'],['rolls/buns'],0.238095238,1.294453658
['candy'],['other vegetables'],0.231292517,1.195355704
['candy'],['yogurt'],0.183673469,1.3166389
['candy'],['tropical fruit'],0.180272109,1.718000185
['canned beer'],['soda'],0.178010471,1.020835559
['canned beer'],['shopping bags'],0.146596859,1.487905165
['canned beer'],['rolls/buns'],0.145287958,0.789887821
['canned beer'],['other vegetables'],0.116492147,0.602049533
['canned beer'],['whole milk'],0.113874346,0.445664221
['canned beer'],['bottled water'],0.103403141,0.935574881
['canned beer'],['sausage'],0.081151832,0.863775186
['canned beer'],['yogurt'],0.069371728,0.497282028
['canned fish'],['other vegetables'],0.337837838,1.745998495
['cat food'],['whole milk'],0.379912664,1.486844826
['cat food'],['other vegetables'],0.279475983,1.444375349
['cat food'],['yogurt'],0.266375546,1.909477765
['chewing gum'],['soda'],0.256038647,1.468303263
['chewing gum'],['whole milk'],0.241545894,0.945325851
"['chicken', 'other vegetables']",['whole milk'],0.471590909,1.845641302
"['chicken', 'other vegetables']",['root vegetables'],0.318181818,2.919140095
"['chicken', 'rolls/buns']",['whole milk'],0.547368421,2.142207887
"['chicken', 'root vegetables']",['whole milk'],0.551401869,2.157993388
"['chicken', 'root vegetables']",['other vegetables'],0.523364486,2.70482907
"['chicken', 'whole milk']",['other vegetables'],0.479768786,2.479519712
"['chicken', 'whole milk']",['root vegetables'],0.341040462,3.128855362
"['chicken', 'whole milk']",['rolls/buns'],0.300578035,1.634154213
['chicken'],['other vegetables'],0.417061611,2.155439279
['chicken'],['whole milk'],0.409952607,1.604410619
['chicken'],['root vegetables'],0.253554502,2.326220644
['chicken'],['rolls/buns'],0.225118483,1.223902866
['chicken'],"['other vegetables', 'whole milk']",0.196682464,2.628222878
['chicken'],['soda'],0.194312796,1.114324403
['chicken'],['yogurt'],0.194312796,1.392905503
['chicken'],['whipped/sour cream'],0.168246445,2.347097577
['chicken'],['citrus fruit'],0.161137441,1.946912445
['chicken'],['frozen vegetables'],0.156398104,3.251956354
['chicken'],['tropical fruit'],0.1492891,1.422730905
['chicken'],['domestic eggs'],0.144549763,2.27828032
['chicken'],"['root vegetables', 'whole milk']",0.139810427,2.858701757
['chicken'],['butter'],0.13507109,2.437475542
['chicken'],['pork'],0.13507109,2.342899772
['chicken'],"['other vegetables', 'root vegetables']",0.132701422,2.800683441
['chicken'],['bottled water'],0.123222749,1.11489948
['chicken'],['sausage'],0.123222749,1.31157547
['chicken'],"['rolls/buns', 'whole milk']",0.123222749,2.175755358
['chicken'],['newspapers'],0.120853081,1.514127449
"['chocolate', 'other vegetables']",['whole milk'],0.432,1.690696379
"['chocolate', 'soda']",['whole milk'],0.37593985,1.471296626
"['chocolate', 'whole milk']",['other vegetables'],0.329268293,1.701709752
"['chocolate', 'whole milk']",['soda'],0.304878049,1.74838228
['chocolate'],['whole milk'],0.336065574,1.315242705
['chocolate'],['soda'],0.272540984,1.56293911
['chocolate'],['other vegetables'],0.256147541,1.323810334
['chocolate'],['rolls/buns'],0.237704918,1.292331602
['chocolate'],['yogurt'],0.18647541,1.336724239
['chocolate'],['shopping bags'],0.163934426,1.663875214
['chocolate'],['tropical fruit'],0.163934426,1.562301436
['chocolate'],['pastry'],0.161885246,1.819590164
['chocolate'],['fruit/vegetable juice'],0.137295082,1.899152083
['chocolate'],['sausage'],0.133196721,1.417737829
['chocolate'],['citrus fruit'],0.129098361,1.55980636
['chocolate'],['root vegetables'],0.129098361,1.184405202
['chocolate'],['butter'],0.125,2.255733945
['chocolate'],['pip fruit'],0.12295082,1.625297462
['chocolate'],['bottled water'],0.116803279,1.056817154
['chocolate'],['waffles'],0.116803279,3.03904827
['chocolate'],['newspapers'],0.110655738,1.386368383
['chocolate'],"['other vegetables', 'whole milk']",0.110655738,1.478667365
['chocolate'],['long life bakery product'],0.106557377,2.847803813
['chocolate'],"['soda', 'whole milk']",0.102459016,2.557574686
"['citrus fruit', 'domestic eggs']",['whole milk'],0.549019608,2.148670053
"['citrus fruit', 'other vegetables', 'root vegetables']",['whole milk'],0.558823529,2.187039161
"['citrus fruit', 'other vegetables', 'whole milk']",['root vegetables'],0.4453125,4.085492945
"['citrus fruit', 'other vegetables']",['whole milk'],0.450704225,1.763898152
"['citrus fruit', 'other vegetables']",['root vegetables'],0.35915493,3.295045459
"['citrus fruit', 'other vegetables']",['tropical fruit'],0.313380282,2.986526231
"['citrus fruit', 'other vegetables']",['yogurt'],0.264084507,1.893054757
"['citrus fruit', 'other vegetables']",['rolls/buns'],0.207746479,1.129456396
"['citrus fruit', 'other vegetables']",['pip fruit'],0.204225352,2.699672497
"['citrus fruit', 'other vegetables']","['root vegetables', 'whole milk']",0.200704225,4.103796375
"['citrus fruit', 'other vegetables']",['whipped/sour cream'],0.197183099,2.750774148
"['citrus fruit', 'other vegetables']",['bottled water'],0.176056338,1.592929241
"['citrus fruit', 'pip fruit']",['other vegetables'],0.426470588,2.204066335
"['citrus fruit', 'pip fruit']",['tropical fruit'],0.404411765,3.854059793
"['citrus fruit', 'pip fruit']",['whole milk'],0.375,1.467618384
"['citrus fruit', 'rolls/buns']",['whole milk'],0.43030303,1.684055035
"['citrus fruit', 'rolls/buns']",['other vegetables'],0.357575758,1.848007134
"['citrus fruit', 'rolls/buns']",['yogurt'],0.345454545,2.476345083
"['citrus fruit', 'root vegetables', 'whole milk']",['other vegetables'],0.633333333,3.273165178
"['citrus fruit', 'root vegetables']",['other vegetables'],0.586206897,3.029608422
"['citrus fruit', 'root vegetables']",['whole milk'],0.517241379,2.02430122
"['citrus fruit', 'root vegetables']","['other vegetables', 'whole milk']",0.327586207,4.377459708
"['citrus fruit', 'root vegetables']",['tropical fruit'],0.32183908,3.067138911
"['citrus fruit', 'tropical fruit']",['other vegetables'],0.454081633,2.346764507
"['citrus fruit', 'tropical fruit']",['whole milk'],0.454081633,1.777116139
"['citrus fruit', 'tropical fruit']",['yogurt'],0.316326531,2.267544773
"['citrus fruit', 'tropical fruit']",['root vegetables'],0.285714286,2.621268657
"['citrus fruit', 'tropical fruit']",['pip fruit'],0.280612245,3.709437404
"['citrus fruit', 'whipped/sour cream']",['whole milk'],0.579439252,2.267721865
"['citrus fruit', 'whipped/sour cream']",['other vegetables'],0.523364486,2.70482907
"['citrus fruit', 'whole milk']",['other vegetables'],0.426666667,2.205079699
"['citrus fruit', 'whole milk']",['yogurt'],0.336666667,2.41335034
"['citrus fruit', 'whole milk']",['root vegetables'],0.3,2.75233209
"['citrus fruit', 'whole milk']",['tropical fruit'],0.296666667,2.827244832
"['citrus fruit', 'whole milk']",['rolls/buns'],0.236666667,1.286686936
"['citrus fruit', 'whole milk']",['whipped/sour cream'],0.206666667,2.883073286
"['citrus fruit', 'whole milk']",['bottled water'],0.193333333,1.749248697
"['citrus fruit', 'whole milk']","['other vegetables', 'root vegetables']",0.19,4.009978541
"['citrus fruit', 'whole milk']",['domestic eggs'],0.186666667,2.942094017
"['citrus fruit', 'whole milk']",['pip fruit'],0.17,2.247244624
"['citrus fruit', 'whole milk']",['butter'],0.166666667,3.00764526
"['citrus fruit', 'yogurt']",['whole milk'],0.474178404,1.855767848
"['citrus fruit', 'yogurt']",['other vegetables'],0.352112676,1.819773079
"['citrus fruit', 'yogurt']",['tropical fruit'],0.291079812,2.774001892
"['citrus fruit', 'yogurt']",['rolls/buns'],0.267605634,1.454892984
['citrus fruit'],['whole milk'],0.368550369,1.442376791
['citrus fruit'],['other vegetables'],0.348894349,1.803140263
['citrus fruit'],['yogurt'],0.261670762,1.875752144
['citrus fruit'],['tropical fruit'],0.240786241,2.294702207
['citrus fruit'],['root vegetables'],0.213759214,1.961121145
['citrus fruit'],['rolls/buns'],0.202702703,1.102034871
['citrus fruit'],['pip fruit'],0.167076167,2.208594225
['citrus fruit'],['bottled water'],0.163390663,1.478332267
['citrus fruit'],"['other vegetables', 'whole milk']",0.157248157,2.101271232
['citrus fruit'],['soda'],0.154791155,0.887679888
['citrus fruit'],['sausage'],0.136363636,1.451446281
['citrus fruit'],['whipped/sour cream'],0.131449631,1.833768972
['citrus fruit'],['domestic eggs'],0.125307125,1.974992912
['citrus fruit'],['fruit/vegetable juice'],0.125307125,1.733327113
['citrus fruit'],"['other vegetables', 'root vegetables']",0.125307125,2.644625703
['citrus fruit'],"['whole milk', 'yogurt']",0.124078624,2.214724624
['citrus fruit'],['pastry'],0.117936118,1.325601966
['citrus fruit'],['shopping bags'],0.117936118,1.197008999
['citrus fruit'],['butter'],0.110565111,1.995243784
['citrus fruit'],"['root vegetables', 'whole milk']",0.110565111,2.260723207
